,cl,map,pid,soA,soB,obs
3101,-1.5,5,61729efb933d4aea1a764444,1,-1,-1
3102,-2.5,5,61729efb933d4aea1a764444,1,1,1
3103,-2.5,6,61729efb933d4aea1a764444,1,1,-1
3104,2.5,1,61729efb933d4aea1a764444,1,1,-1
3105,-2.5,6,61729efb933d4aea1a764444,1,-1,-1
3106,-1.5,2,61729efb933d4aea1a764444,-1,1,1
3107,1.5,1,61729efb933d4aea1a764444,1,-1,-1
3108,-2.5,6,61729efb933d4aea1a764444,1,-1,-1
3109,-2.5,3,61729efb933d4aea1a764444,1,1,-1
3110,-2.5,2,61729efb933d4aea1a764444,1,-1,1
3111,-2.5,3,61729efb933d4aea1a764444,1,-1,-1
3112,-2.5,4,61729efb933d4aea1a764444,1,-1,-1
3113,-1.5,1,61729efb933d4aea1a764444,-1,-1,1
3114,-1.5,2,61729efb933d4aea1a764444,1,1,1
3115,0.5,2,61729efb933d4aea1a764444,-1,1,-1
3116,-2.5,1,61729efb933d4aea1a764444,-1,1,1
3117,1.5,2,61729efb933d4aea1a764444,1,1,-1
3118,2.5,1,61729efb933d4aea1a764444,-1,-1,-1
3119,0.5,6,61729efb933d4aea1a764444,1,1,1
3120,2.5,1,61310da2b4b3b6636a548f13,1,-1,-1
3121,2.5,1,61310da2b4b3b6636a548f13,1,1,-1
3122,1.5,2,61310da2b4b3b6636a548f13,-1,1,-1
3123,-1.5,6,61310da2b4b3b6636a548f13,1,1,-1
3124,-2.5,2,61310da2b4b3b6636a548f13,-1,-1,1
3125,-2.5,3,61310da2b4b3b6636a548f13,1,1,-1
3126,-2.5,1,61310da2b4b3b6636a548f13,-1,-1,1
3127,0.5,6,61310da2b4b3b6636a548f13,1,-1,1
3128,-2.5,3,61310da2b4b3b6636a548f13,1,-1,-1
3129,-2.5,2,61310da2b4b3b6636a548f13,-1,1,1
3130,-2.5,1,61310da2b4b3b6636a548f13,1,1,1
3131,-1.5,4,61310da2b4b3b6636a548f13,1,-1,-1
3132,1.5,2,61310da2b4b3b6636a548f13,1,1,1
3133,-1.5,5,61310da2b4b3b6636a548f13,1,-1,-1
3134,-1.5,1,61310da2b4b3b6636a548f13,-1,1,-1
3135,-0.5,6,61310da2b4b3b6636a548f13,1,-1,-1
3136,-0.5,5,61310da2b4b3b6636a548f13,1,1,-1
3137,0.5,6,61310da2b4b3b6636a548f13,1,-1,-1
3138,-0.5,2,61310da2b4b3b6636a548f13,-1,-1,-1
3139,0.5,6,61310da2b4b3b6636a548f13,1,1,1
3140,-2.5,3,61310da2b4b3b6636a548f13,1,-1,1
3141,-2.5,1,61310da2b4b3b6636a548f13,-1,1,1
3142,-1.5,5,61310da2b4b3b6636a548f13,-1,-1,1
3143,-1.5,5,61310da2b4b3b6636a548f13,-1,-1,-1
3144,0.5,6,61310da2b4b3b6636a548f13,1,1,-1
3145,-2.5,3,61310da2b4b3b6636a548f13,1,1,1
3146,1.5,2,61310da2b4b3b6636a548f13,1,1,-1
3147,-1.5,1,61310da2b4b3b6636a548f13,1,-1,1
3148,-1.5,5,61310da2b4b3b6636a548f13,-1,1,-1
3149,0.5,6,61310da2b4b3b6636a548f13,1,-1,1
3150,-1.5,4,61310da2b4b3b6636a548f13,1,-1,1
3151,-1.5,5,61310da2b4b3b6636a548f13,1,-1,1
3152,0.5,5,61310da2b4b3b6636a548f13,1,1,1
3153,-1.5,2,61310da2b4b3b6636a548f13,1,-1,1
3154,1.5,1,61310da2b4b3b6636a548f13,-1,-1,-1
3155,1.5,4,61310da2b4b3b6636a548f13,1,1,-1
3156,-0.5,6,61310da2b4b3b6636a548f13,1,1,1
3157,1.5,2,61310da2b4b3b6636a548f13,1,-1,-1
3158,-1.5,4,61310da2b4b3b6636a548f13,1,1,1
3159,-1.5,5,61310da2b4b3b6636a548f13,-1,1,1
3160,0.5,1,6172a1d4cffa5162140cc8c2,1,-1,1
3161,-0.5,6,6172a1d4cffa5162140cc8c2,1,1,-1
3162,0.5,5,6172a1d4cffa5162140cc8c2,-1,-1,-1
3163,-0.5,4,6172a1d4cffa5162140cc8c2,1,1,-1
3164,0.5,5,6172a1d4cffa5162140cc8c2,1,1,1
3165,-0.5,5,6172a1d4cffa5162140cc8c2,-1,1,1
3166,0.5,5,6172a1d4cffa5162140cc8c2,1,-1,1
3167,0.5,5,6172a1d4cffa5162140cc8c2,1,1,-1
3168,0.5,1,6172a1d4cffa5162140cc8c2,1,-1,-1
3169,0.5,6,6172a1d4cffa5162140cc8c2,1,-1,1
3170,0.5,2,6172a1d4cffa5162140cc8c2,1,1,-1
3171,-0.5,2,6172a1d4cffa5162140cc8c2,-1,-1,1
3172,0.5,2,6172a1d4cffa5162140cc8c2,1,-1,-1
3173,0.5,6,6172a1d4cffa5162140cc8c2,1,-1,-1
3174,0.5,6,6172a1d4cffa5162140cc8c2,1,1,1
3175,0.5,2,6172a1d4cffa5162140cc8c2,-1,-1,-1
3176,-0.5,2,6172a1d4cffa5162140cc8c2,1,1,1
3177,-0.5,6,6172a1d4cffa5162140cc8c2,1,-1,-1
3178,0.5,1,6172a1d4cffa5162140cc8c2,-1,-1,-1
3179,0.5,5,6172a1d4cffa5162140cc8c2,-1,1,-1
3180,-0.5,5,6172a1d4cffa5162140cc8c2,-1,-1,1
3181,0.5,6,6172a1d4cffa5162140cc8c2,1,-1,1
3182,0.5,6,6172a1d4cffa5162140cc8c2,1,1,1
3183,-0.5,4,6172a1d4cffa5162140cc8c2,1,1,1
3184,-0.5,4,6172a1d4cffa5162140cc8c2,1,-1,-1
3185,-0.5,3,6172a1d4cffa5162140cc8c2,1,-1,1
3186,-0.5,4,6172a1d4cffa5162140cc8c2,1,-1,1
3187,0.5,1,6172a1d4cffa5162140cc8c2,1,1,-1
3188,0.5,6,6172a1d4cffa5162140cc8c2,1,1,-1
3189,-0.5,1,6172a1d4cffa5162140cc8c2,1,1,1
3190,-0.5,1,6172a1d4cffa5162140cc8c2,-1,1,1
3191,-0.5,2,6172a1d4cffa5162140cc8c2,-1,1,1
3192,0.5,1,6172a1d4cffa5162140cc8c2,-1,1,-1
3193,-0.5,1,6172a1d4cffa5162140cc8c2,-1,-1,1
3194,-0.5,3,6172a1d4cffa5162140cc8c2,1,1,-1
3195,0.5,2,6172a1d4cffa5162140cc8c2,-1,1,-1
3196,-0.5,3,6172a1d4cffa5162140cc8c2,1,-1,-1
3197,-0.5,2,6172a1d4cffa5162140cc8c2,1,-1,1
3198,-0.5,3,6172a1d4cffa5162140cc8c2,1,1,1
3199,-0.5,5,6172a1d4cffa5162140cc8c2,1,-1,-1
3200,1.5,6,610f855e849f1143e741e354,1,1,1
3201,-2.5,6,610f855e849f1143e741e354,1,-1,-1
3202,2.5,2,610f855e849f1143e741e354,-1,1,-1
3203,-1.5,6,610f855e849f1143e741e354,1,1,1
3204,1.5,1,610f855e849f1143e741e354,-1,-1,-1
3205,-2.5,5,610f855e849f1143e741e354,-1,1,-1
3206,-1.5,6,610f855e849f1143e741e354,1,-1,-1
3207,1.5,1,610f855e849f1143e741e354,-1,1,-1
3208,-2.5,1,610f855e849f1143e741e354,1,1,1
3209,1.5,2,610f855e849f1143e741e354,-1,-1,-1
3210,1.5,5,610f855e849f1143e741e354,1,1,1
3211,-1.5,1,610f855e849f1143e741e354,1,-1,1
3212,-2.5,3,610f855e849f1143e741e354,1,-1,1
3213,-0.5,5,610f855e849f1143e741e354,-1,-1,1
3214,-0.5,5,610f855e849f1143e741e354,-1,1,1
3215,-1.5,6,610f855e849f1143e741e354,1,-1,1
3216,-2.5,3,610f855e849f1143e741e354,1,1,-1
3217,-0.5,2,610f855e849f1143e741e354,1,-1,1
3218,-1.5,6,610f855e849f1143e741e354,1,-1,1
3219,-0.5,5,610f855e849f1143e741e354,1,-1,-1
3220,-2.5,4,610f855e849f1143e741e354,1,1,-1
3221,-2.5,4,610f855e849f1143e741e354,1,-1,-1
3222,-0.5,5,610f855e849f1143e741e354,1,-1,1
3223,0.5,6,610f855e849f1143e741e354,1,1,-1
3224,-1.5,1,610f855e849f1143e741e354,-1,-1,1
3225,0.5,1,610f855e849f1143e741e354,-1,1,1
3226,-2.5,6,610f855e849f1143e741e354,1,1,-1
3227,-1.5,2,610f855e849f1143e741e354,1,1,1
3228,-1.5,2,610f855e849f1143e741e354,1,-1,-1
3229,-2.5,3,610f855e849f1143e741e354,1,-1,-1
3230,-2.5,4,610f855e849f1143e741e354,1,-1,1
3231,2.5,2,610f855e849f1143e741e354,-1,-1,1
3232,-2.5,3,610f855e849f1143e741e354,1,1,1
3233,-0.5,1,610f855e849f1143e741e354,1,-1,-1
3234,0.5,2,610f855e849f1143e741e354,1,1,-1
3235,1.5,1,610f855e849f1143e741e354,1,1,-1
3236,-2.5,4,610f855e849f1143e741e354,1,1,1
3237,-1.5,2,610f855e849f1143e741e354,-1,1,1
3238,-1.5,5,610f855e849f1143e741e354,-1,-1,-1
3239,-1.5,5,610f855e849f1143e741e354,1,1,-1
3240,2.5,1,60871d7dcbf3bd9bf2c40be8,1,1,-1
3241,-2.5,1,60871d7dcbf3bd9bf2c40be8,-1,1,1
3242,0.5,5,60871d7dcbf3bd9bf2c40be8,-1,-1,1
3243,-2.5,4,60871d7dcbf3bd9bf2c40be8,1,-1,-1
3244,2.5,1,60871d7dcbf3bd9bf2c40be8,-1,-1,-1
3245,-2.5,1,60871d7dcbf3bd9bf2c40be8,-1,-1,1
3246,-2.5,5,60871d7dcbf3bd9bf2c40be8,1,-1,-1
3247,-2.5,3,60871d7dcbf3bd9bf2c40be8,1,-1,-1
3248,-2.5,3,60871d7dcbf3bd9bf2c40be8,1,-1,1
3249,-2.5,2,60871d7dcbf3bd9bf2c40be8,1,-1,1
3250,-2.5,2,60871d7dcbf3bd9bf2c40be8,1,-1,-1
3251,-1.5,4,60871d7dcbf3bd9bf2c40be8,1,-1,1
3252,2.5,5,60871d7dcbf3bd9bf2c40be8,-1,1,-1
3253,-2.5,4,60871d7dcbf3bd9bf2c40be8,1,1,1
3254,-0.5,2,60871d7dcbf3bd9bf2c40be8,1,1,1
3255,1.5,2,60871d7dcbf3bd9bf2c40be8,-1,1,1
3256,-2.5,6,60871d7dcbf3bd9bf2c40be8,1,-1,-1
3257,2.5,1,60871d7dcbf3bd9bf2c40be8,-1,1,-1
3258,0.5,2,60871d7dcbf3bd9bf2c40be8,1,1,-1
3259,0.5,5,60871d7dcbf3bd9bf2c40be8,1,1,-1
3260,-2.5,3,60871d7dcbf3bd9bf2c40be8,1,1,-1
3261,-0.5,2,60871d7dcbf3bd9bf2c40be8,-1,1,-1
3262,-1.5,6,60871d7dcbf3bd9bf2c40be8,1,1,-1
3263,-0.5,2,60871d7dcbf3bd9bf2c40be8,-1,-1,1
3264,-2.5,1,60871d7dcbf3bd9bf2c40be8,1,1,1
3265,-2.5,1,60871d7dcbf3bd9bf2c40be8,1,-1,1
3266,2.5,3,60871d7dcbf3bd9bf2c40be8,1,1,1
3267,2.5,5,60871d7dcbf3bd9bf2c40be8,-1,1,1
3268,-2.5,5,60871d7dcbf3bd9bf2c40be8,1,-1,1
3269,-0.5,4,60871d7dcbf3bd9bf2c40be8,1,1,-1
3270,-2.5,6,60871d7dcbf3bd9bf2c40be8,1,-1,-1
3271,0.5,1,60871d7dcbf3bd9bf2c40be8,1,-1,-1
3272,-2.5,5,60871d7dcbf3bd9bf2c40be8,-1,-1,-1
3273,-0.5,2,60871d7dcbf3bd9bf2c40be8,-1,-1,-1
3274,1.5,5,60871d7dcbf3bd9bf2c40be8,1,1,1
3275,-1.5,6,60871d7dcbf3bd9bf2c40be8,1,1,1
3276,-2.5,6,60871d7dcbf3bd9bf2c40be8,1,-1,1
3277,-0.5,6,60871d7dcbf3bd9bf2c40be8,1,1,1
3278,-2.5,6,60871d7dcbf3bd9bf2c40be8,1,-1,1
3279,0.5,6,60871d7dcbf3bd9bf2c40be8,1,1,-1
3280,-2.5,1,60fb2cd6d4e01d29d28c7f36,-1,-1,1
3281,1.5,2,60fb2cd6d4e01d29d28c7f36,1,1,-1
3282,-1.5,1,60fb2cd6d4e01d29d28c7f36,1,1,-1
3283,2.5,6,60fb2cd6d4e01d29d28c7f36,1,-1,1
3284,1.5,1,60fb2cd6d4e01d29d28c7f36,1,1,1
3285,-1.5,5,60fb2cd6d4e01d29d28c7f36,1,-1,-1
3286,1.5,5,60fb2cd6d4e01d29d28c7f36,1,1,-1
3287,-2.5,3,60fb2cd6d4e01d29d28c7f36,1,1,-1
3288,-1.5,2,60fb2cd6d4e01d29d28c7f36,-1,-1,1
3289,-1.5,1,60fb2cd6d4e01d29d28c7f36,-1,1,1
3290,-2.5,5,60fb2cd6d4e01d29d28c7f36,1,1,1
3291,1.5,2,60fb2cd6d4e01d29d28c7f36,-1,-1,-1
3292,-0.5,6,60fb2cd6d4e01d29d28c7f36,1,1,-1
3293,2.5,1,60fb2cd6d4e01d29d28c7f36,-1,1,-1
3294,1.5,1,60fb2cd6d4e01d29d28c7f36,-1,-1,-1
3295,-2.5,5,60fb2cd6d4e01d29d28c7f36,-1,1,1
3296,-2.5,4,60fb2cd6d4e01d29d28c7f36,1,-1,1
3297,-1.5,6,60fb2cd6d4e01d29d28c7f36,1,-1,-1
3298,-1.5,2,60fb2cd6d4e01d29d28c7f36,1,1,1
3299,-0.5,2,60fb2cd6d4e01d29d28c7f36,-1,1,1
3300,-2.5,3,60fb2cd6d4e01d29d28c7f36,1,-1,1
3301,-1.5,5,60fb2cd6d4e01d29d28c7f36,-1,1,-1
3302,2.5,6,60fb2cd6d4e01d29d28c7f36,1,1,-1
3303,-2.5,3,60fb2cd6d4e01d29d28c7f36,1,1,1
3304,-2.5,4,60fb2cd6d4e01d29d28c7f36,1,1,1
3305,-1.5,1,60fb2cd6d4e01d29d28c7f36,1,-1,-1
3306,1.5,2,60fb2cd6d4e01d29d28c7f36,1,-1,-1
3307,-1.5,2,60fb2cd6d4e01d29d28c7f36,1,-1,1
3308,1.5,5,60fb2cd6d4e01d29d28c7f36,1,-1,1
3309,-2.5,5,60fb2cd6d4e01d29d28c7f36,-1,-1,1
3310,-2.5,5,60fb2cd6d4e01d29d28c7f36,-1,-1,-1
3311,-1.5,2,60fb2cd6d4e01d29d28c7f36,-1,1,-1
3312,-2.5,1,60fb2cd6d4e01d29d28c7f36,1,-1,1
3313,1.5,6,60fb2cd6d4e01d29d28c7f36,1,1,1
3314,-1.5,4,60fb2cd6d4e01d29d28c7f36,1,1,-1
3315,2.5,6,60fb2cd6d4e01d29d28c7f36,1,-1,-1
3316,-1.5,6,60fb2cd6d4e01d29d28c7f36,1,-1,1
3317,1.5,3,60fb2cd6d4e01d29d28c7f36,1,-1,-1
3318,-1.5,6,60fb2cd6d4e01d29d28c7f36,1,1,1
3319,1.5,4,60fb2cd6d4e01d29d28c7f36,1,-1,-1
3320,1.5,2,61604fef45ba67dc9f882986,1,1,-1
3321,-1.5,2,61604fef45ba67dc9f882986,-1,-1,1
3322,2.5,6,61604fef45ba67dc9f882986,1,-1,-1
3323,2.5,1,61604fef45ba67dc9f882986,-1,-1,-1
3324,2.5,5,61604fef45ba67dc9f882986,-1,1,1
3325,-2.5,3,61604fef45ba67dc9f882986,1,-1,1
3326,-2.5,1,61604fef45ba67dc9f882986,1,-1,1
3327,-1.5,1,61604fef45ba67dc9f882986,-1,-1,1
3328,1.5,5,61604fef45ba67dc9f882986,1,1,1
3329,1.5,6,61604fef45ba67dc9f882986,1,1,-1
3330,-2.5,3,61604fef45ba67dc9f882986,1,1,1
3331,-2.5,3,61604fef45ba67dc9f882986,1,-1,-1
3332,-2.5,2,61604fef45ba67dc9f882986,1,1,1
3333,2.5,2,61604fef45ba67dc9f882986,-1,1,-1
3334,-2.5,2,61604fef45ba67dc9f882986,1,-1,1
3335,-0.5,5,61604fef45ba67dc9f882986,1,-1,-1
3336,-2.5,4,61604fef45ba67dc9f882986,1,1,1
3337,0.5,6,61604fef45ba67dc9f882986,1,-1,1
3338,-1.5,5,61604fef45ba67dc9f882986,-1,-1,-1
3339,-0.5,5,61604fef45ba67dc9f882986,-1,-1,1
3340,-2.5,1,61604fef45ba67dc9f882986,-1,1,1
3341,-1.5,5,61604fef45ba67dc9f882986,1,1,-1
3342,2.5,1,61604fef45ba67dc9f882986,1,-1,-1
3343,-2.5,1,61604fef45ba67dc9f882986,1,1,1
3344,-2.5,4,61604fef45ba67dc9f882986,1,1,-1
3345,-2.5,3,61604fef45ba67dc9f882986,1,1,-1
3346,1.5,5,61604fef45ba67dc9f882986,-1,1,-1
3347,1.5,1,61604fef45ba67dc9f882986,1,1,-1
3348,0.5,6,61604fef45ba67dc9f882986,1,-1,1
3349,2.5,1,61604fef45ba67dc9f882986,-1,1,-1
3350,1.5,6,61604fef45ba67dc9f882986,1,1,1
3351,-2.5,4,61604fef45ba67dc9f882986,1,-1,1
3352,0.5,6,61604fef45ba67dc9f882986,1,1,-1
3353,0.5,6,61604fef45ba67dc9f882986,1,1,1
3354,-2.5,4,61604fef45ba67dc9f882986,1,-1,-1
3355,1.5,6,61604fef45ba67dc9f882986,1,-1,-1
3356,1.5,2,61604fef45ba67dc9f882986,1,-1,-1
3357,2.5,2,61604fef45ba67dc9f882986,-1,-1,-1
3358,-1.5,5,61604fef45ba67dc9f882986,1,-1,1
3359,-2.5,2,61604fef45ba67dc9f882986,-1,1,1
3360,2.5,1,5eced3094e07772e58a2fdef,1,-1,-1
3361,-2.5,5,5eced3094e07772e58a2fdef,-1,-1,1
3362,1.5,1,5eced3094e07772e58a2fdef,-1,1,-1
3363,-1.5,5,5eced3094e07772e58a2fdef,1,-1,-1
3364,-1.5,5,5eced3094e07772e58a2fdef,1,-1,1
3365,2.5,1,5eced3094e07772e58a2fdef,-1,-1,-1
3366,-2.5,3,5eced3094e07772e58a2fdef,1,-1,-1
3367,1.5,2,5eced3094e07772e58a2fdef,1,-1,-1
3368,-2.5,4,5eced3094e07772e58a2fdef,1,-1,1
3369,2.5,2,5eced3094e07772e58a2fdef,1,1,-1
3370,-0.5,2,5eced3094e07772e58a2fdef,1,-1,1
3371,-2.5,4,5eced3094e07772e58a2fdef,1,1,1
3372,-0.5,6,5eced3094e07772e58a2fdef,1,1,1
3373,-2.5,3,5eced3094e07772e58a2fdef,1,1,-1
3374,-1.5,6,5eced3094e07772e58a2fdef,1,-1,1
3375,-0.5,1,5eced3094e07772e58a2fdef,1,-1,1
3376,0.5,6,5eced3094e07772e58a2fdef,1,-1,-1
3377,-2.5,3,5eced3094e07772e58a2fdef,1,-1,1
3378,-0.5,1,5eced3094e07772e58a2fdef,-1,-1,1
3379,-1.5,4,5eced3094e07772e58a2fdef,1,1,-1
3380,1.5,5,5eced3094e07772e58a2fdef,1,1,-1
3381,-2.5,4,5eced3094e07772e58a2fdef,1,-1,-1
3382,-2.5,5,5eced3094e07772e58a2fdef,1,1,1
3383,-2.5,3,5eced3094e07772e58a2fdef,1,1,1
3384,-0.5,6,5eced3094e07772e58a2fdef,1,1,-1
3385,-0.5,5,5eced3094e07772e58a2fdef,-1,-1,-1
3386,-0.5,1,5eced3094e07772e58a2fdef,-1,1,1
3387,0.5,1,5eced3094e07772e58a2fdef,1,1,-1
3388,0.5,2,5eced3094e07772e58a2fdef,-1,1,-1
3389,0.5,6,5eced3094e07772e58a2fdef,1,-1,1
3390,0.5,6,5eced3094e07772e58a2fdef,1,-1,-1
3391,-0.5,2,5eced3094e07772e58a2fdef,-1,1,1
3392,-0.5,5,5eced3094e07772e58a2fdef,-1,1,-1
3393,-0.5,1,5eced3094e07772e58a2fdef,1,1,1
3394,-0.5,2,5eced3094e07772e58a2fdef,-1,-1,1
3395,0.5,5,5eced3094e07772e58a2fdef,-1,1,1
3396,0.5,2,5eced3094e07772e58a2fdef,1,1,1
3397,0.5,6,5eced3094e07772e58a2fdef,1,1,1
3398,0.5,6,5eced3094e07772e58a2fdef,1,1,-1
3399,0.5,2,5eced3094e07772e58a2fdef,-1,-1,-1
3400,-1.5,5,6151a14a846b13bfd19226d4,-1,1,-1
3401,0.5,6,6151a14a846b13bfd19226d4,1,-1,-1
3402,-0.5,4,6151a14a846b13bfd19226d4,1,1,-1
3403,-1.5,5,6151a14a846b13bfd19226d4,-1,-1,-1
3404,-2.5,5,6151a14a846b13bfd19226d4,1,1,-1
3405,2.5,2,6151a14a846b13bfd19226d4,1,-1,-1
3406,-2.5,3,6151a14a846b13bfd19226d4,1,-1,1
3407,-2.5,1,6151a14a846b13bfd19226d4,-1,1,1
3408,-0.5,6,6151a14a846b13bfd19226d4,1,-1,-1
3409,-2.5,4,6151a14a846b13bfd19226d4,1,-1,-1
3410,-2.5,1,6151a14a846b13bfd19226d4,-1,-1,1
3411,2.5,1,6151a14a846b13bfd19226d4,-1,-1,-1
3412,2.5,2,6151a14a846b13bfd19226d4,-1,1,-1
3413,-2.5,1,6151a14a846b13bfd19226d4,1,-1,1
3414,2.5,1,6151a14a846b13bfd19226d4,1,1,-1
3415,-1.5,6,6151a14a846b13bfd19226d4,1,1,-1
3416,-2.5,2,6151a14a846b13bfd19226d4,-1,1,1
3417,-2.5,4,6151a14a846b13bfd19226d4,1,1,1
3418,0.5,5,6151a14a846b13bfd19226d4,-1,-1,1
3419,2.5,5,6151a14a846b13bfd19226d4,1,1,1
3420,-2.5,3,6151a14a846b13bfd19226d4,1,1,-1
3421,-1.5,5,6151a14a846b13bfd19226d4,1,-1,1
3422,-0.5,2,6151a14a846b13bfd19226d4,-1,-1,1
3423,-2.5,6,6151a14a846b13bfd19226d4,1,1,-1
3424,-2.5,1,6151a14a846b13bfd19226d4,1,1,1
3425,2.5,2,6151a14a846b13bfd19226d4,1,1,-1
3426,1.5,3,6151a14a846b13bfd19226d4,1,-1,-1
3427,1.5,6,6151a14a846b13bfd19226d4,1,-1,1
3428,1.5,1,6151a14a846b13bfd19226d4,-1,1,-1
3429,1.5,5,6151a14a846b13bfd19226d4,1,-1,-1
3430,-2.5,2,6151a14a846b13bfd19226d4,1,-1,1
3431,-2.5,2,6151a14a846b13bfd19226d4,1,1,1
3432,2.5,6,6151a14a846b13bfd19226d4,1,1,1
3433,2.5,1,6151a14a846b13bfd19226d4,1,-1,-1
3434,2.5,6,6151a14a846b13bfd19226d4,1,1,1
3435,2.5,4,6151a14a846b13bfd19226d4,1,-1,1
3436,-2.5,3,6151a14a846b13bfd19226d4,1,1,1
3437,2.5,6,6151a14a846b13bfd19226d4,1,-1,1
3438,1.5,5,6151a14a846b13bfd19226d4,-1,1,1
3439,1.5,2,6151a14a846b13bfd19226d4,-1,-1,-1
3440,-2.5,1,60e513533386136fc8dd963a,-1,-1,1
3441,-2.5,3,60e513533386136fc8dd963a,1,-1,1
3442,-1.5,5,60e513533386136fc8dd963a,1,1,1
3443,-2.5,1,60e513533386136fc8dd963a,1,-1,1
3444,-1.5,3,60e513533386136fc8dd963a,1,1,-1
3445,-2.5,3,60e513533386136fc8dd963a,1,1,1
3446,-1.5,3,60e513533386136fc8dd963a,1,-1,-1
3447,1.5,1,60e513533386136fc8dd963a,1,-1,-1
3448,0.5,2,60e513533386136fc8dd963a,1,1,-1
3449,-1.5,4,60e513533386136fc8dd963a,1,1,1
3450,-1.5,1,60e513533386136fc8dd963a,1,1,1
3451,0.5,6,60e513533386136fc8dd963a,1,-1,-1
3452,1.5,1,60e513533386136fc8dd963a,-1,-1,-1
3453,-2.5,4,60e513533386136fc8dd963a,1,-1,-1
3454,-1.5,2,60e513533386136fc8dd963a,-1,1,1
3455,-1.5,5,60e513533386136fc8dd963a,1,1,-1
3456,1.5,1,60e513533386136fc8dd963a,1,1,-1
3457,-1.5,5,60e513533386136fc8dd963a,-1,1,1
3458,-0.5,2,60e513533386136fc8dd963a,-1,-1,1
3459,0.5,6,60e513533386136fc8dd963a,1,1,-1
3460,0.5,2,60e513533386136fc8dd963a,-1,-1,-1
3461,0.5,6,60e513533386136fc8dd963a,1,-1,1
3462,0.5,2,60e513533386136fc8dd963a,1,-1,-1
3463,-0.5,5,60e513533386136fc8dd963a,-1,-1,-1
3464,1.5,4,60e513533386136fc8dd963a,1,1,-1
3465,0.5,4,60e513533386136fc8dd963a,1,-1,1
3466,1.5,6,60e513533386136fc8dd963a,1,1,1
3467,0.5,5,60e513533386136fc8dd963a,1,-1,-1
3468,-0.5,2,60e513533386136fc8dd963a,1,1,1
3469,0.5,6,60e513533386136fc8dd963a,1,-1,-1
3470,1.5,6,60e513533386136fc8dd963a,1,1,1
3471,1.5,6,60e513533386136fc8dd963a,1,-1,1
3472,-1.5,5,60e513533386136fc8dd963a,1,-1,1
3473,-1.5,2,60e513533386136fc8dd963a,1,-1,1
3474,-1.5,5,60e513533386136fc8dd963a,-1,-1,1
3475,-1.5,1,60e513533386136fc8dd963a,-1,1,1
3476,1.5,2,60e513533386136fc8dd963a,-1,1,-1
3477,1.5,6,60e513533386136fc8dd963a,1,1,-1
3478,2.5,1,60e513533386136fc8dd963a,-1,1,-1
3479,-1.5,5,60e513533386136fc8dd963a,-1,1,-1
3480,-0.5,6,60f09e1d4e8936bc498c7947,1,1,1
3481,-0.5,2,60f09e1d4e8936bc498c7947,1,-1,1
3482,-1.5,1,60f09e1d4e8936bc498c7947,1,-1,1
3483,0.5,6,60f09e1d4e8936bc498c7947,1,-1,-1
3484,0.5,4,60f09e1d4e8936bc498c7947,1,-1,-1
3485,1.5,4,60f09e1d4e8936bc498c7947,1,1,-1
3486,-1.5,6,60f09e1d4e8936bc498c7947,1,1,-1
3487,1.5,5,60f09e1d4e8936bc498c7947,-1,-1,-1
3488,-1.5,4,60f09e1d4e8936bc498c7947,1,-1,1
3489,-2.5,1,60f09e1d4e8936bc498c7947,-1,1,1
3490,1.5,6,60f09e1d4e8936bc498c7947,1,1,-1
3491,2.5,3,60f09e1d4e8936bc498c7947,1,-1,-1
3492,1.5,1,60f09e1d4e8936bc498c7947,-1,1,-1
3493,1.5,5,60f09e1d4e8936bc498c7947,1,1,-1
3494,1.5,2,60f09e1d4e8936bc498c7947,-1,1,-1
3495,1.5,1,60f09e1d4e8936bc498c7947,-1,-1,-1
3496,-1.5,5,60f09e1d4e8936bc498c7947,1,-1,-1
3497,1.5,2,60f09e1d4e8936bc498c7947,1,1,-1
3498,-2.5,5,60f09e1d4e8936bc498c7947,1,1,1
3499,-1.5,2,60f09e1d4e8936bc498c7947,1,1,1
3500,2.5,3,60f09e1d4e8936bc498c7947,1,1,1
3501,1.5,3,60f09e1d4e8936bc498c7947,1,-1,1
3502,1.5,1,60f09e1d4e8936bc498c7947,1,-1,-1
3503,0.5,5,60f09e1d4e8936bc498c7947,-1,1,-1
3504,2.5,3,60f09e1d4e8936bc498c7947,1,1,-1
3505,1.5,6,60f09e1d4e8936bc498c7947,1,-1,1
3506,-1.5,2,60f09e1d4e8936bc498c7947,-1,-1,1
3507,-1.5,2,60f09e1d4e8936bc498c7947,-1,1,1
3508,1.5,2,60f09e1d4e8936bc498c7947,1,-1,-1
3509,1.5,6,60f09e1d4e8936bc498c7947,1,-1,1
3510,-1.5,5,60f09e1d4e8936bc498c7947,1,-1,1
3511,-2.5,5,60f09e1d4e8936bc498c7947,-1,1,1
3512,-1.5,1,60f09e1d4e8936bc498c7947,-1,-1,1
3513,1.5,6,60f09e1d4e8936bc498c7947,1,-1,-1
3514,-2.5,6,60f09e1d4e8936bc498c7947,1,1,1
3515,-1.5,1,60f09e1d4e8936bc498c7947,1,1,1
3516,-2.5,4,60f09e1d4e8936bc498c7947,1,1,1
3517,1.5,1,60f09e1d4e8936bc498c7947,1,1,-1
3518,2.5,2,60f09e1d4e8936bc498c7947,-1,-1,-1
3519,-1.5,5,60f09e1d4e8936bc498c7947,-1,-1,1
3520,-2.5,1,5eceef5fa487421604c337ba,1,-1,1
